  x    y 
5.99 9.30
0.87 5.27
7.07 8.28
2.20 7.11
4.40 3.68
5.05 6.51
2.89 8.60
0.93 9.96
5.17 9.79
3.53 1.71
2.33 5.64
6.99 9.18
7.75 5.72
4.62 9.11
2.53 0.91
3.43 0.87
7.37 8.60
6.92 9.02
0.44 2.60
6.08 1.38
5.74 9.90
1.58 0.83
9.39 1.07
0.94 3.59
6.08 6.24
2.75 1.99
3.83 9.84
7.59 1.55
4.34 1.12
2.79 7.79
8.23 4.94
3.65 4.20
1.49 3.76
1.48 6.22
6.92 2.89
1.90 8.83
3.13 5.86
4.84 4.45
6.69 9.14
8.76 3.77
8.41 5.76
4.84 1.66
4.57 8.89
5.83 8.31
0.23 7.26
3.54 7.58
9.91 0.33
6.43 1.37
7.65 3.61
6.16 5.02
7.27 9.96
1.49 0.21
8.41 0.59
3.32 4.64
8.10 9.23
8.15 2.36
2.53 6.88
7.85 3.75
9.10 6.81
6.59 8.28
2.08 9.54
4.38 0.91
8.76 4.56
8.00 7.83
4.33 1.90
7.07 3.66
4.70 8.12
4.87 2.82
4.05 2.76
5.59 7.01
3.43 7.16
5.24 0.84
3.98 1.15
1.64 8.30
1.20 9.98
4.96 8.78
4.20 7.33
3.04 9.66
3.10 9.08
6.05 1.05
9.89 2.26
5.37 5.35
5.30 4.83
1.71 3.05
1.38 8.74
9.18 9.52
6.61 4.11
2.07 7.64
6.09 8.52
2.12 7.55
4.34 7.97
2.40 9.51
3.51 5.44
0.22 6.78
 6.63 2.68
 4.33 5.79
 8.65 7.56
 6.91 6.11
 3.06 0.63
 3.52 9.87
 8.60 2.90
 0.17 3.59
 2.86 4.19
 4.76 7.01
 7.19 9.27
 5.02 2.26
 1.71 0.65
 9.58 2.59
 3.33 6.87
 9.70 6.17
 6.29 4.29
 3.07 6.16
 7.09 6.16
 7.40 6.41
 4.17 2.54
 3.79 2.33
 5.38 0.54
 6.16 3.54
 0.34 8.77
 8.73 8.36
 2.71 5.61
 4.32 6.46
 7.76 6.53
 8.24 2.07
 9.61 9.01
 6.94 6.52
 4.44 0.46
 1.93 9.04
 7.31 1.40
 3.84 2.76
 5.45 1.19
 6.06 5.64
 5.46 0.67
 5.98 9.08
 3.26 1.96
 5.97 1.66
 2.87 0.26
 5.24 9.38
 2.20 8.24
 0.92 0.45
 9.76 0.76
 5.85 5.94
 9.55 7.55
 6.98 5.64
 8.38 6.28
 5.75 0.63
 8.96 7.06
 7.01 1.49
 3.27 7.70
 2.11 9.23
 2.54 8.37
 0.96 8.90
 2.39 6.36
 8.42 7.47
 9.79 3.38
 6.60 2.92
 2.73 5.97
 5.52 7.26
 2.42 8.77
 6.46 6.04
 5.02 4.00
 5.13 4.47
 5.86 5.09
 0.04 1.19
 4.14 8.23
 7.87 9.85
 0.20 2.05
 4.00 4.52
 6.06 7.46
 0.68 2.05
 9.05 1.21
 0.15 3.37
 1.19 5.66
 6.89 2.47
 5.15 2.65
 0.29 3.79
 5.15 6.94
 7.52 6.84
 6.30 0.75
 2.97 7.43
 4.62 7.03
 8.78 0.17
 3.26 4.01
 7.08 1.01
 3.26 7.38
 3.53 5.12
 6.66 0.39
 3.70 7.45
 9.28 0.08
 6.09 2.38
 8.42 7.06
 5.56 3.05
 4.16 6.97
 1.47 2.74
 4.21 1.24
 3.16 5.15
 2.44 1.93
