     x     y   status
 0.024 0.071	dividing
 0.043 0.030 	dividing
 0.103 0.097 	dividing
 0.107 0.057 	dividing
 0.130 0.099    dividing
 0.132 0.059	dividing
 0.166 0.026	dividing
 0.166 0.012	dividing
 0.285 0.051	dividing
 0.204 0.063    dividing
 0.036 0.119	dividing
 0.047 0.146	dividing
 0.081 0.168	dividing
 0.190 0.128	dividing
 0.202 0.138    dividing
 0.213 0.115	dividing
 0.227 0.174	dividing
 0.269 0.182	dividing
 0.008 0.241	dividing
 0.036 0.292    dividing
 0.043 0.283	dividing
 0.059 0.213	dividing
 0.245 0.294	dividing
 0.257 0.209	dividing
 0.261 0.263    dividing
 0.294 0.213	dividing
 0.385 0.206	dividing
 0.411 0.245	dividing
 0.431 0.213	dividing
 0.455 0.237    dividing
 0.490 0.285	dividing
 0.431 0.020	dividing
 0.455 0.457	dividing
 0.468 0.099	dividing
 0.480 0.012    dividing
 0.486 0.083	dividing
 0.502 0.047	dividing
 0.431 0.154	dividing
 0.478 0.132	dividing
 0.504 0.126    dividing
 0.504 0.113	dividing
 0.536 0.107	dividing
 0.565 0.146	dividing
 0.609 0.119	dividing
 0.617 0.154    dividing
 0.636 0.158	dividing
 0.672 0.164	dividing
 0.727 0.119	dividing
 0.763 0.172	dividing
 0.771 0.182    dividing
 0.775 0.170	dividing
 0.818 0.125	dividing
 0.840 0.119	dividing
 0.840 0.099	dividing
 0.921 0.136    dividing
 0.982 0.154	dividing
 0.543 0.026	dividing
 0.601 0.073	dividing
 0.648 0.028	dividing
 0.666 0.040    dividing
 0.779 0.047	dividing
 0.842 0.008	dividing
 0.852 0.047	dividing
 0.949 0.032	dividing
 0.581 0.267    dividing
 0.672 0.217	dividing
 0.706 0.219	dividing
 0.763 0.300	dividing
 0.767 0.209	dividing
 0.779 0.225    dividing
 0.818 0.209	dividing
 0.838 0.296	dividing
 0.885 0.219	dividing
 0.949 0.241	dividing
 0.014 0.328    dividing
 0.051 0.368	dividing
 0.057 0.356	dividing
 0.154 0.308	dividing
 0.178 0.322	dividing
 0.285 0.374    dividing
 0.356 0.375	dividing
 0.482 0.314	dividing
 0.530 0.350	dividing
 0.585 0.316	dividing
 0.648 0.352    dividing
 0.660 0.342	dividing
 0.704 0.381	dividing
 0.739 0.330	dividing
 0.846 0.383	dividing
 0.850 0.308    dividing
 0.917 0.308	dividing
 0.921 0.346	dividing
 0.974 0.348	dividing
 0.974 0.312	dividing
 0.990 0.332    dividing
 0.036 0.470	dividing
 0.036 0.421	dividing
 0.103 0.466	dividing
 0.144 0.494	dividing
 0.170 0.439    dividing
 0.575 0.455	dividing
 0.595 0.415	dividing
 0.652 0.474	dividing
 0.751 0.502	dividing
 0.773 0.486    dividing
 0.838 0.427	dividing
 0.858 0.482	dividing
 0.889 0.494	dividing
 0.931 0.427	dividing
 0.931 0.403    dividing
 0.937 0.417	dividing
 0.972 0.419	dividing
 0.051 0.534	dividing
 0.065 0.589	dividing
 0.083 0.573    dividing
 0.117 0.553	dividing
 0.237 0.557	dividing
 0.243 0.542	dividing
 0.259 0.593	dividing
 0.302 0.579    dividing
 0.302 0.551	dividing
 0.304 0.601	dividing
 0.320 0.589	dividing
 0.326 0.532	dividing
 0.368 0.518    dividing
 0.431 0.551	dividing
 0.462 0.514	dividing
 0.500 0.542	dividing
 0.551 0.530	dividing
 0.652 0.585    dividing
 0.662 0.577	dividing
 0.767 0.545	dividing
 0.806 0.597	dividing
 0.826 0.538	dividing
 0.874 0.549    dividing
 0.006 0.668	dividing
 0.028 0.648	dividing
 0.233 0.636	dividing
 0.304 0.656	dividing
 0.405 0.652    dividing
 0.425 0.680	dividing
 0.435 0.648	dividing
 0.510 0.644	dividing
 0.534 0.670	dividing
 0.634 0.609    dividing
 0.656 0.640	dividing
 0.672 0.652	dividing
 0.727 0.613	dividing
 0.931 0.656	dividing
 0.968 0.623    dividing
 0.022 0.708	dividing
 0.063 0.787	dividing
 0.103 0.711	dividing
 0.273 0.715	dividing
 0.324 0.757    dividing
 0.346 0.709	dividing
 0.375 0.800	dividing
 0.381 0.773	dividing
 0.435 0.777	dividing
 0.437 0.745    dividing
 0.557 0.771	dividing
 0.595 0.708	dividing
 0.652 0.747	dividing
 0.822 0.759	dividing
 0.850 0.794    dividing
 0.885 0.785	dividing
 0.953 0.763	dividing
 0.004 0.879	dividing
 0.020 0.854	dividing
 0.071 0.874    dividing
 0.109 0.800	dividing
 0.113 0.822	dividing
 0.134 0.822	dividing
 0.152 0.834	dividing
 0.162 0.877    dividing
 0.202 0.810	dividing
 0.225 0.852	dividing
 0.257 0.806	dividing
 0.300 0.850	dividing
 0.328 0.806    dividing
 0.356 0.903	dividing
 0.409 0.875	dividing
 0.437 0.905	dividing
 0.447 0.852	dividing
 0.455 0.842    dividing
 0.488 0.850	dividing
 0.510 0.905	dividing
 0.526 0.854	dividing
 0.557 0.087	dividing
 0.617 0.846    dividing
 0.642 0.858	dividing
 0.652 0.814	dividing
 0.751 0.893	dividing
 0.820 0.822	dividing
 0.862 0.820    dividing
 0.903 0.899	dividing
 0.907 0.854	dividing
 0.923 0.834	dividing
 0.043 0.913	dividing
 0.051 0.990    dividing
 0.089 0.970	dividing
 0.089 0.931	dividing
 0.164 0.933	dividing
 0.184 0.937	dividing
 0.204 0.929    dividing
 0.249 0.964	dividing
 0.281 0.935	dividing
 0.281 0.921	dividing
 0.287 0.988	dividing
 0.411 0.945    dividing
 0.449 0.929	dividing
 0.494 0.931	dividing
 0.508 0.998	dividing
 0.518 0.929	dividing
 0.542 0.992    dividing
 0.648 0.980	dividing
 0.711 0.951	dividing
 0.755 0.925	dividing
 0.830 0.986	dividing
